
TTD - Therapeutic Targets Database Full Data Download File
Title - KEGG pathway data for all TTD targets
Version 7.1.01 (2019.07.14)
Provided by IDRB   Lab of Innovative Drug Reasearch and Bioinformatics
                   College of Pharmaceutical Sciences
                   Zhejiang University
                   https://idrblab.org/
Provided by BIDD   BioInformatic and Drug Design Group
                   Department of Pharmacy
                   National Unviersity of Singapore
                   http://bidd.nus.edu.sg/
Any question about data provided here, please contact with:
Dr. Wang (lfwyx@zju.edu.cn) and Dr. Li (lifengcheng@zju.edu.cn)

--------------------------------------------------------------------------------------------------------

TTDID	KEGG pathway ID	KEGG pathway name
T00938	hsa00350	Tyrosine metabolism
T00938	hsa01100	Metabolic pathways
T00938	hsa04916	Melanogenesis
T01283	hsa04144	Endocytosis
T01318	hsa00240	Pyrimidine metabolism
T01318	hsa01100	Metabolic pathways
T01575	hsa00600	Sphingolipid metabolism
T01575	hsa01100	Metabolic pathways
T01575	hsa04071	Sphingolipid signaling pathway
T01597	hsa00380	Tryptophan metabolism
T01597	hsa00630	Glyoxylate and dicarboxylate metabolism
T01597	hsa01130	Biosynthesis of antibiotics
T01597	hsa04068	FoxO signaling pathway
T01597	hsa04146	Peroxisome
T01597	hsa05014	Amyotrophic lateral sclerosis (ALS)
T01777	hsa04022	cGMP-PKG signaling pathway
T01777	hsa04080	Neuroactive ligand-receptor interaction
T01851	hsa04015	Rap1 signaling pathway
T01851	hsa04145	Phagosome
T01851	hsa04151	PI3K-Akt signaling pathway
T01851	hsa04360	Axon guidance
T01851	hsa04510	Focal adhesion
T01851	hsa04512	ECM-receptor interaction
T01851	hsa04514	Cell adhesion molecules (CAMs)
T01851	hsa04611	Platelet activation
T01851	hsa04670	Leukocyte transendothelial migration
T01851	hsa04810	Regulation of actin cytoskeleton
T01851	hsa05100	Bacterial invasion of epithelial cells
T01851	hsa05130	Pathogenic Escherichia coli infection
T01851	hsa05131	Shigellosis
T01851	hsa05133	Pertussis
T01851	hsa05140	Leishmaniasis
T01851	hsa05145	Toxoplasmosis
T01851	hsa05200	Pathways in cancer
T01851	hsa05205	Proteoglycans in cancer
T01851	hsa05222	Small cell lung cancer
T01851	hsa05410	Hypertrophic cardiomyopathy (HCM)
T01851	hsa05412	Arrhythmogenic right ventricular cardiomyopathy (ARVC)
T01851	hsa05414	Dilated cardiomyopathy
T01908	hsa04961	Endocrine and other factor-regulated calcium reabsorption
T01943	pfa00061	Fatty acid biosynthesis
T01943	pfa00780	Biotin metabolism
T01943	pfa01100	Metabolic pathways
T01943	pfa01212	Fatty acid metabolism
T02001	hsa00230	Purine metabolism
T02001	hsa04024	cAMP signaling pathway
T02001	hsa05032	Morphine addiction
T02134	hsa00480	Glutathione metabolism
T02134	hsa01100	Metabolic pathways
T02318	hsa04060	Cytokine-cytokine receptor interaction
T02318	hsa04064	NF-kappa B signaling pathway
T02318	hsa04672	Intestinal immune network for IgA production
T02318	hsa05323	Rheumatoid arthritis
T02333	hsa04060	Cytokine-cytokine receptor interaction
T02333	hsa04080	Neuroactive ligand-receptor interaction
T02333	hsa04151	PI3K-Akt signaling pathway
T02333	hsa04630	Jak-STAT signaling pathway
T02469	hsa00562	Inositol phosphate metabolism
T02469	hsa01100	Metabolic pathways
T02469	hsa04070	Phosphatidylinositol signaling system
T02469	hsa04145	Phagosome
T02469	hsa04810	Regulation of actin cytoskeleton
T02532	hsa04514	Cell adhesion molecules (CAMs)
T02532	hsa04640	Hematopoietic cell lineage
T02551	hsa04080	Neuroactive ligand-receptor interaction
T02551	hsa04728	Dopaminergic synapse
T02562	hsa00590	Arachidonic acid metabolism
T02562	hsa01100	Metabolic pathways
T02617	hsa04066	HIF-1 signaling pathway
T02617	hsa04978	Mineral absorption
T02677	hsa04390	Hippo signaling pathway
T02677	hsa05161	Hepatitis B
T02677	hsa05200	Pathways in cancer
T02677	hsa05210	Colorectal cancer
T02703	hsa00220	Arginine biosynthesis
T02703	hsa00330	Arginine and proline metabolism
T02703	hsa01100	Metabolic pathways
T02703	hsa04020	Calcium signaling pathway
T02703	hsa04066	HIF-1 signaling pathway
T02703	hsa04146	Peroxisome
T02703	hsa05132	Salmonella infection
T02703	hsa05133	Pertussis
T02703	hsa05140	Leishmaniasis
T02703	hsa05142	Chagas disease (American trypanosomiasis)
T02703	hsa05145	Toxoplasmosis
T02703	hsa05146	Amoebiasis
T02703	hsa05152	Tuberculosis
T02703	hsa05200	Pathways in cancer
T02703	hsa05222	Small cell lung cancer
T02719	hsa04080	Neuroactive ligand-receptor interaction
T02719	hsa04724	Glutamatergic synapse
T02719	hsa05030	Cocaine addiction
T02728	hsa04020	Calcium signaling pathway
T02728	hsa04080	Neuroactive ligand-receptor interaction
T02752	hsa04060	Cytokine-cytokine receptor interaction
T02752	hsa04062	Chemokine signaling pathway
T02752	hsa05203	Viral carcinogenesis
T02808	hsa04060	Cytokine-cytokine receptor interaction
T02808	hsa04151	PI3K-Akt signaling pathway
T02808	hsa04380	Osteoclast differentiation
T02808	hsa04620	Toll-like receptor signaling pathway
T02808	hsa04622	RIG-I-like receptor signaling pathway
T02808	hsa04623	Cytosolic DNA-sensing pathway
T02808	hsa04630	Jak-STAT signaling pathway
T02808	hsa04650	Natural killer cell mediated cytotoxicity
T02808	hsa05142	Chagas disease (American trypanosomiasis)
T02808	hsa05152	Tuberculosis
T02808	hsa05160	Hepatitis C
T02808	hsa05161	Hepatitis B
T02808	hsa05162	Measles
T02808	hsa05164	Influenza A
T02808	hsa05168	Herpes simplex infection
T03313	hsa04060	Cytokine-cytokine receptor interaction
T03313	hsa04144	Endocytosis
T03313	hsa04151	PI3K-Akt signaling pathway
T03313	hsa04630	Jak-STAT signaling pathway
T03313	hsa04640	Hematopoietic cell lineage
T03313	hsa05162	Measles
T03313	hsa05166	HTLV-I infection
T03346	hsa04060	Cytokine-cytokine receptor interaction
T03346	hsa04151	PI3K-Akt signaling pathway
T03346	hsa04630	Jak-STAT signaling pathway
T03346	hsa04640	Hematopoietic cell lineage
T03346	hsa05321	Inflammatory bowel disease (IBD)
T03556	hsa04550	Signaling pathways regulating pluripotency of stem cells
T03556	hsa04950	Maturity onset diabetes of the young
T03573	hsa04145	Phagosome
T03573	hsa04380	Osteoclast differentiation
T03573	hsa04662	B cell receptor signaling pathway
T03573	hsa04666	Fc gamma R-mediated phagocytosis
T03573	hsa05150	Staphylococcus aureus infection
T03573	hsa05152	Tuberculosis
T03573	hsa05162	Measles
T03634	hsa04024	cAMP signaling pathway
T03634	hsa04066	HIF-1 signaling pathway
T03634	hsa04068	FoxO signaling pathway
T03634	hsa04110	Cell cycle
T03634	hsa04310	Wnt signaling pathway
T03634	hsa04330	Notch signaling pathway
T03634	hsa04350	TGF-beta signaling pathway
T03634	hsa04520	Adherens junction
T03634	hsa04630	Jak-STAT signaling pathway
T03634	hsa04720	Long-term potentiation
T03634	hsa04916	Melanogenesis
T03634	hsa04919	Thyroid hormone signaling pathway
T03634	hsa04922	Glucagon signaling pathway
T03634	hsa05016	Huntington's disease
T03634	hsa05152	Tuberculosis
T03634	hsa05161	Hepatitis B
T03634	hsa05164	Influenza A
T03634	hsa05166	HTLV-I infection
T03634	hsa05168	Herpes simplex infection
T03634	hsa05169	Epstein-Barr virus infection
T03634	hsa05200	Pathways in cancer
T03634	hsa05203	Viral carcinogenesis
T03634	hsa05206	MicroRNAs in cancer
T03634	hsa05211	Renal cell carcinoma
T03634	hsa05215	Prostate cancer
T03644	hsa05010	Alzheimer's disease
T03644	hsa05012	Parkinson's disease
T03661	hsa00230	Purine metabolism
T03661	hsa01100	Metabolic pathways
T03661	hsa05340	Primary immunodeficiency
T03691	hsa00590	Arachidonic acid metabolism
T03691	hsa01100	Metabolic pathways
T03755	hsa05206	MicroRNAs in cancer
T03818	hsa03320	PPAR signaling pathway
T03818	hsa04152	AMPK signaling pathway
T03818	hsa04380	Osteoclast differentiation
T03818	hsa05016	Huntington's disease
T03818	hsa05200	Pathways in cancer
T03818	hsa05202	Transcriptional misregulation in cancer
T03818	hsa05216	Thyroid cancer
T03871	hsa04010	MAPK signaling pathway
T03871	hsa04012	ErbB signaling pathway
T03871	hsa04014	Ras signaling pathway
T03871	hsa04015	Rap1 signaling pathway
T03871	hsa04062	Chemokine signaling pathway
T03871	hsa04068	FoxO signaling pathway
T03871	hsa04071	Sphingolipid signaling pathway
T03871	hsa04144	Endocytosis
T03871	hsa04151	PI3K-Akt signaling pathway
T03871	hsa04360	Axon guidance
T03871	hsa04370	VEGF signaling pathway
T03871	hsa04510	Focal adhesion
T03871	hsa04530	Tight junction
T03871	hsa04540	Gap junction
T03871	hsa04550	Signaling pathways regulating pluripotency of stem cells
T03871	hsa04650	Natural killer cell mediated cytotoxicity
T03871	hsa04660	T cell receptor signaling pathway
T03871	hsa04662	B cell receptor signaling pathway
T03871	hsa04664	Fc epsilon RI signaling pathway
T03871	hsa04720	Long-term potentiation
T03871	hsa04722	Neurotrophin signaling pathway
T03871	hsa04725	Cholinergic synapse
T03871	hsa04726	Serotonergic synapse
T03871	hsa04730	Long-term depression
T03871	hsa04810	Regulation of actin cytoskeleton
T03871	hsa04910	Insulin signaling pathway
T03871	hsa04912	GnRH signaling pathway
T03871	hsa04915	Estrogen signaling pathway
T03871	hsa04916	Melanogenesis
T03871	hsa04917	Prolactin signaling pathway
T03871	hsa04919	Thyroid hormone signaling pathway
T03871	hsa04921	Oxytocin signaling pathway
T03871	hsa05034	Alcoholism
T03871	hsa05160	Hepatitis C
T03871	hsa05161	Hepatitis B
T03871	hsa05166	HTLV-I infection
T03871	hsa05200	Pathways in cancer
T03871	hsa05203	Viral carcinogenesis
T03871	hsa05205	Proteoglycans in cancer
T03871	hsa05206	MicroRNAs in cancer
T03871	hsa05211	Renal cell carcinoma
T03871	hsa05213	Endometrial cancer
T03871	hsa05214	Glioma
T03871	hsa05215	Prostate cancer
T03871	hsa05216	Thyroid cancer
T03871	hsa05218	Melanoma
T03871	hsa05219	Bladder cancer
T03871	hsa05220	Chronic myeloid leukemia
T03871	hsa05221	Acute myeloid leukemia
T03871	hsa05223	Non-small cell lung cancer
T03871	hsa05230	Central carbon metabolism in cancer
T03871	hsa05231	Choline metabolism in cancer
T03917	hsa04022	cGMP-PKG signaling pathway
T03917	hsa04024	cAMP signaling pathway
T03917	hsa04260	Cardiac muscle contraction
T03917	hsa04261	Adrenergic signaling in cardiomyocytes
T03917	hsa04911	Insulin secretion
T03917	hsa04918	Thyroid hormone synthesis
T03917	hsa04919	Thyroid hormone signaling pathway
T03917	hsa04960	Aldosterone-regulated sodium reabsorption
T03917	hsa04961	Endocrine and other factor-regulated calcium reabsorption
T03917	hsa04964	Proximal tubule bicarbonate reclamation
T03917	hsa04970	Salivary secretion
T03917	hsa04971	Gastric acid secretion
T03917	hsa04972	Pancreatic secretion
T03917	hsa04973	Carbohydrate digestion and absorption
T03917	hsa04974	Protein digestion and absorption
T03917	hsa04976	Bile secretion
T03917	hsa04978	Mineral absorption
T04084	hsa04012	ErbB signaling pathway
T04084	hsa04020	Calcium signaling pathway
T04084	hsa04144	Endocytosis
T04084	hsa05205	Proteoglycans in cancer
T04084	hsa05206	MicroRNAs in cancer
T04123	hsa04010	MAPK signaling pathway
T04507	hsa04390	Hippo signaling pathway
T04507	hsa04724	Glutamatergic synapse
T04507	hsa05016	Huntington's disease
T04507	hsa05030	Cocaine addiction
T04773	hsa04060	Cytokine-cytokine receptor interaction
T04773	hsa04062	Chemokine signaling pathway
T04773	hsa04064	NF-kappa B signaling pathway
T04773	hsa04360	Axon guidance
T04773	hsa04670	Leukocyte transendothelial migration
T04773	hsa04672	Intestinal immune network for IgA production
T04773	hsa05200	Pathways in cancer
T04773	hsa05323	Rheumatoid arthritis
T04902	hsa04141	Protein processing in endoplasmic reticulum
T04902	hsa04210	Apoptosis
T04902	hsa05010	Alzheimer's disease
T04945	hsa04010	MAPK signaling pathway
T04945	hsa04060	Cytokine-cytokine receptor interaction
T04945	hsa04115	p53 signaling pathway
T04945	hsa04210	Apoptosis
T04945	hsa04650	Natural killer cell mediated cytotoxicity
T04945	hsa04668	TNF signaling pathway
T04945	hsa04932	Non-alcoholic fatty liver disease (NAFLD)
T04945	hsa04940	Type I diabetes mellitus
T04945	hsa05010	Alzheimer's disease
T04945	hsa05142	Chagas disease (American trypanosomiasis)
T04945	hsa05143	African trypanosomiasis
T04945	hsa05161	Hepatitis B
T04945	hsa05162	Measles
T04945	hsa05164	Influenza A
T04945	hsa05168	Herpes simplex infection
T04945	hsa05200	Pathways in cancer
T04945	hsa05205	Proteoglycans in cancer
T04945	hsa05320	Autoimmune thyroid disease
T04945	hsa05330	Allograft rejection
T04945	hsa05332	Graft-versus-host disease
T05031	hsa00562	Inositol phosphate metabolism
T05031	hsa04012	ErbB signaling pathway
T05031	hsa04014	Ras signaling pathway
T05031	hsa04015	Rap1 signaling pathway
T05031	hsa04022	cGMP-PKG signaling pathway
T05031	hsa04024	cAMP signaling pathway
T05031	hsa04062	Chemokine signaling pathway
T05031	hsa04066	HIF-1 signaling pathway
T05031	hsa04068	FoxO signaling pathway
T05031	hsa04070	Phosphatidylinositol signaling system
T05031	hsa04071	Sphingolipid signaling pathway
T05031	hsa04150	mTOR signaling pathway
T05031	hsa04151	PI3K-Akt signaling pathway
T05031	hsa04152	AMPK signaling pathway
T05031	hsa04210	Apoptosis
T05031	hsa04261	Adrenergic signaling in cardiomyocytes
T05031	hsa04370	VEGF signaling pathway
T05031	hsa04380	Osteoclast differentiation
T05031	hsa04510	Focal adhesion
T05031	hsa04550	Signaling pathways regulating pluripotency of stem cells
T05031	hsa04611	Platelet activation
T05031	hsa04620	Toll-like receptor signaling pathway
T05031	hsa04630	Jak-STAT signaling pathway
T05031	hsa04650	Natural killer cell mediated cytotoxicity
T05031	hsa04660	T cell receptor signaling pathway
T05031	hsa04662	B cell receptor signaling pathway
T05031	hsa04664	Fc epsilon RI signaling pathway
T05031	hsa04666	Fc gamma R-mediated phagocytosis
T05031	hsa04668	TNF signaling pathway
T05031	hsa04670	Leukocyte transendothelial migration
T05031	hsa04722	Neurotrophin signaling pathway
T05031	hsa04725	Cholinergic synapse
T05031	hsa04750	Inflammatory mediator regulation of TRP channels
T05031	hsa04810	Regulation of actin cytoskeleton
T05031	hsa04910	Insulin signaling pathway
T05031	hsa04914	Progesterone-mediated oocyte maturation
T05031	hsa04915	Estrogen signaling pathway
T05031	hsa04917	Prolactin signaling pathway
T05031	hsa04919	Thyroid hormone signaling pathway
T05031	hsa04921	Oxytocin signaling pathway
T05031	hsa04923	Regulation of lipolysis in adipocytes
T05031	hsa04930	Type II diabetes mellitus
T05031	hsa04932	Non-alcoholic fatty liver disease (NAFLD)
T05031	hsa04960	Aldosterone-regulated sodium reabsorption
T05031	hsa04973	Carbohydrate digestion and absorption
T05031	hsa05100	Bacterial invasion of epithelial cells
T05031	hsa05142	Chagas disease (American trypanosomiasis)
T05031	hsa05145	Toxoplasmosis
T05031	hsa05146	Amoebiasis
T05031	hsa05160	Hepatitis C
T05031	hsa05161	Hepatitis B
T05031	hsa05162	Measles
T05031	hsa05164	Influenza A
T05031	hsa05166	HTLV-I infection
T05031	hsa05169	Epstein-Barr virus infection
T05031	hsa05200	Pathways in cancer
T05031	hsa05203	Viral carcinogenesis
T05031	hsa05205	Proteoglycans in cancer
T05031	hsa05210	Colorectal cancer
T05031	hsa05211	Renal cell carcinoma
T05031	hsa05212	Pancreatic cancer
T05031	hsa05213	Endometrial cancer
T05031	hsa05214	Glioma
T05031	hsa05215	Prostate cancer
T05031	hsa05218	Melanoma
T05031	hsa05220	Chronic myeloid leukemia
T05031	hsa05221	Acute myeloid leukemia
T05031	hsa05222	Small cell lung cancer
T05031	hsa05223	Non-small cell lung cancer
T05031	hsa05230	Central carbon metabolism in cancer
T05031	hsa05231	Choline metabolism in cancer
T05034	hsa00250	Alanine, aspartate and glutamate metabolism
T05034	hsa00270	Cysteine and methionine metabolism
T05034	hsa00330	Arginine and proline metabolism
T05034	hsa00350	Tyrosine metabolism
T05034	hsa00360	Phenylalanine metabolism
T05034	hsa00400	Phenylalanine, tyrosine and tryptophan biosynthesis
T05034	hsa01100	Metabolic pathways
T05034	hsa01130	Biosynthesis of antibiotics
T05034	hsa01200	Carbon metabolism
T05034	hsa01210	2-Oxocarboxylic acid metabolism
T05034	hsa01230	Biosynthesis of amino acids
T05034	hsa04975	Fat digestion and absorption
T05090	hsa04919	Thyroid hormone signaling pathway
T05090	hsa05034	Alcoholism
T05090	hsa05203	Viral carcinogenesis
T05114	hsa04614	Renin-angiotensin system
T05387	hsa05016	Huntington's disease
T05409	hsa04614	Renin-angiotensin system
T05409	hsa04640	Hematopoietic cell lineage
T05409	hsa04974	Protein digestion and absorption
T05409	hsa05010	Alzheimer's disease
T05661	hsa00564	Glycerophospholipid metabolism
T05722	hsa00010	Glycolysis / Gluconeogenesis
T05722	hsa00040	Pentose and glucuronate interconversions
T05722	hsa00561	Glycerolipid metabolism
T05722	hsa01100	Metabolic pathways
T05722	hsa01130	Biosynthesis of antibiotics
T05722	hsa01220	Degradation of aromatic compounds
T05849	hsa04020	Calcium signaling pathway
T05849	hsa04080	Neuroactive ligand-receptor interaction
T05849	hsa04971	Gastric acid secretion
T06031	hsa04010	MAPK signaling pathway
T06031	hsa04120	Ubiquitin mediated proteolysis
T06031	hsa04622	RIG-I-like receptor signaling pathway
T06031	hsa04722	Neurotrophin signaling pathway
T06031	hsa04912	GnRH signaling pathway
T06031	hsa05161	Hepatitis B
T06031	hsa05166	HTLV-I infection
T06037	hsa04010	MAPK signaling pathway
T06037	hsa04012	ErbB signaling pathway
T06037	hsa04014	Ras signaling pathway
T06037	hsa04024	cAMP signaling pathway
T06037	hsa04068	FoxO signaling pathway
T06037	hsa04071	Sphingolipid signaling pathway
T06037	hsa04141	Protein processing in endoplasmic reticulum
T06037	hsa04310	Wnt signaling pathway
T06037	hsa04380	Osteoclast differentiation
T06037	hsa04510	Focal adhesion
T06037	hsa04620	Toll-like receptor signaling pathway
T06037	hsa04621	NOD-like receptor signaling pathway
T06037	hsa04622	RIG-I-like receptor signaling pathway
T06037	hsa04660	T cell receptor signaling pathway
T06037	hsa04664	Fc epsilon RI signaling pathway
T06037	hsa04668	TNF signaling pathway
T06037	hsa04722	Neurotrophin signaling pathway
T06037	hsa04723	Retrograde endocannabinoid signaling
T06037	hsa04728	Dopaminergic synapse
T06037	hsa04750	Inflammatory mediator regulation of TRP channels
T06037	hsa04910	Insulin signaling pathway
T06037	hsa04912	GnRH signaling pathway
T06037	hsa04914	Progesterone-mediated oocyte maturation
T06037	hsa04917	Prolactin signaling pathway
T06037	hsa04920	Adipocytokine signaling pathway
T06037	hsa04930	Type II diabetes mellitus
T06037	hsa04932	Non-alcoholic fatty liver disease (NAFLD)
T06037	hsa05120	Epithelial cell signaling in Helicobacter pylori infection
T06037	hsa05131	Shigellosis
T06037	hsa05132	Salmonella infection
T06037	hsa05133	Pertussis
T06037	hsa05142	Chagas disease (American trypanosomiasis)
T06037	hsa05145	Toxoplasmosis
T06037	hsa05152	Tuberculosis
T06037	hsa05160	Hepatitis C
T06037	hsa05161	Hepatitis B
T06037	hsa05164	Influenza A
T06037	hsa05168	Herpes simplex infection
T06037	hsa05169	Epstein-Barr virus infection
T06037	hsa05200	Pathways in cancer
T06037	hsa05210	Colorectal cancer
T06037	hsa05212	Pancreatic cancer
T06037	hsa05231	Choline metabolism in cancer
T06046	hsa00330	Arginine and proline metabolism
T06046	hsa01100	Metabolic pathways
T06046	hsa04020	Calcium signaling pathway
T06046	hsa04022	cGMP-PKG signaling pathway
T06046	hsa04066	HIF-1 signaling pathway
T06046	hsa04071	Sphingolipid signaling pathway
T06046	hsa04151	PI3K-Akt signaling pathway
T06046	hsa04370	VEGF signaling pathway
T06046	hsa04611	Platelet activation
T06046	hsa04915	Estrogen signaling pathway
T06046	hsa04921	Oxytocin signaling pathway
T06093	hsa04022	cGMP-PKG signaling pathway
T06093	hsa04024	cAMP signaling pathway
T06093	hsa04062	Chemokine signaling pathway
T06093	hsa04071	Sphingolipid signaling pathway
T06093	hsa04270	Vascular smooth muscle contraction
T06093	hsa04310	Wnt signaling pathway
T06093	hsa04360	Axon guidance
T06093	hsa04510	Focal adhesion
T06093	hsa04611	Platelet activation
T06093	hsa04670	Leukocyte transendothelial migration
T06093	hsa04810	Regulation of actin cytoskeleton
T06093	hsa04921	Oxytocin signaling pathway
T06093	hsa05130	Pathogenic Escherichia coli infection
T06093	hsa05131	Shigellosis
T06093	hsa05132	Salmonella infection
T06093	hsa05200	Pathways in cancer
T06093	hsa05205	Proteoglycans in cancer
T06182	hsa04024	cAMP signaling pathway
T06182	hsa04080	Neuroactive ligand-receptor interaction
T06273	hsa03410	Base excision repair
T06273	hsa04064	NF-kappa B signaling pathway
T06365	hsa00250	Alanine, aspartate and glutamate metabolism
T06365	hsa00260	Glycine, serine and threonine metabolism
T06365	hsa00630	Glyoxylate and dicarboxylate metabolism
T06365	hsa01100	Metabolic pathways
T06365	hsa01130	Biosynthesis of antibiotics
T06365	hsa01200	Carbon metabolism
T06365	hsa04146	Peroxisome
T06421	hsa04060	Cytokine-cytokine receptor interaction
T06421	hsa04151	PI3K-Akt signaling pathway
T06421	hsa04380	Osteoclast differentiation
T06421	hsa04620	Toll-like receptor signaling pathway
T06421	hsa04630	Jak-STAT signaling pathway
T06421	hsa04650	Natural killer cell mediated cytotoxicity
T06421	hsa05160	Hepatitis C
T06421	hsa05161	Hepatitis B
T06421	hsa05162	Measles
T06421	hsa05164	Influenza A
T06421	hsa05168	Herpes simplex infection
T06542	hsa04060	Cytokine-cytokine receptor interaction
T06542	hsa04657	IL-17 signaling pathway
T06542	hsa04659	Th17 cell differentiation
T06542	hsa05321	Inflammatory bowel disease (IBD)
T06559	hsa04012	ErbB signaling pathway
T06559	hsa04020	Calcium signaling pathway
T06559	hsa04144	Endocytosis
T06559	hsa05205	Proteoglycans in cancer
T06569	hsa00910	Nitrogen metabolism
T06671	hsa04060	Cytokine-cytokine receptor interaction
T06671	hsa04621	NOD-like receptor signaling pathway
T06671	hsa04623	Cytosolic DNA-sensing pathway
T06671	hsa05132	Salmonella infection
T06671	hsa05134	Legionellosis
T06671	hsa05143	African trypanosomiasis
