
TTD - Therapeutic Targets Database Full Data Download File
Title - KEGG pathway data for TTD successful targets only
Version 7.1.01 (2019.07.14)
Provided by IDRB   Lab of Innovative Drug Reasearch and Bioinformatics
                   College of Pharmaceutical Sciences
                   Zhejiang University
                   https://idrblab.org/
Provided by BIDD   BioInformatic and Drug Design Group
                   Department of Pharmacy
                   National Unviersity of Singapore
                   http://bidd.nus.edu.sg/
Any question about data provided here, please contact with:
Dr. Wang (lfwyx@zju.edu.cn) and Dr. Li (lifengcheng@zju.edu.cn)

--------------------------------------------------------------------------------------------------------

TTDID	KEGG pathway ID	KEGG pathway name
T07173	hsa04750	Inflammatory mediator regulation of TRP channels
T07173	hsa05200	Pathways in cancer
T07173	hsa05202	Transcriptional misregulation in cancer
T07173	hsa05216	Thyroid cancer
T07173	hsa05230	Central carbon metabolism in cancer
T07663	hsa00230	Purine metabolism
T07663	hsa04022	cGMP-PKG signaling pathway
T07806	hsa04024	cAMP signaling pathway
T07806	hsa04080	Neuroactive ligand-receptor interaction
T07806	hsa04726	Serotonergic synapse
T08391	hsa04062	Chemokine signaling pathway
T08391	hsa04151	PI3K-Akt signaling pathway
T08391	hsa04550	Signaling pathways regulating pluripotency of stem cells
T08391	hsa04630	Jak-STAT signaling pathway
T08391	hsa04725	Cholinergic synapse
T08391	hsa04917	Prolactin signaling pathway
T08391	hsa04920	Adipocytokine signaling pathway
T08391	hsa05140	Leishmaniasis
T08391	hsa05145	Toxoplasmosis
T08391	hsa05152	Tuberculosis
T08391	hsa05162	Measles
T08391	hsa05164	Influenza A
T08391	hsa05168	Herpes simplex infection
T08898	hsa04024	cAMP signaling pathway
T08898	hsa04080	Neuroactive ligand-receptor interaction
T08910	hsa04080	Neuroactive ligand-receptor interaction
T08910	hsa04723	Retrograde endocannabinoid signaling
T08910	hsa04727	GABAergic synapse
T08910	hsa05032	Morphine addiction
T08910	hsa05033	Nicotine addiction
T08922	hsa00061	Fatty acid biosynthesis
T08922	hsa00620	Pyruvate metabolism
T08922	hsa00640	Propanoate metabolism
T08922	hsa01100	Metabolic pathways
T08922	hsa01212	Fatty acid metabolism
T08922	hsa04152	AMPK signaling pathway
T08922	hsa04910	Insulin signaling pathway
T08922	hsa04920	Adipocytokine signaling pathway
T08922	hsa04922	Glucagon signaling pathway
T09423	hsa04971	Gastric acid secretion
T09507	hsa04975	Fat digestion and absorption
T09507	hsa04977	Vitamin digestion and absorption
T09538	hsa00790	Folate biosynthesis
T09538	hsa01100	Metabolic pathways
T09909	hsa04080	Neuroactive ligand-receptor interaction
T09909	hsa04261	Adrenergic signaling in cardiomyocytes
T09909	hsa04614	Renin-angiotensin system
T09960	hsa04060	Cytokine-cytokine receptor interaction
T09960	hsa04062	Chemokine signaling pathway
T09960	hsa04144	Endocytosis
T09960	hsa05145	Toxoplasmosis
T09960	hsa05203	Viral carcinogenesis
T10191	hsa04514	Cell adhesion molecules (CAMs)
T10191	hsa04612	Antigen processing and presentation
T10191	hsa04640	Hematopoietic cell lineage
T10191	hsa04660	T cell receptor signaling pathway
T10191	hsa05340	Primary immunodeficiency
T10877	hsa00760	Nicotinate and nicotinamide metabolism
T10877	hsa01100	Metabolic pathways
T10877	hsa04020	Calcium signaling pathway
T10877	hsa04640	Hematopoietic cell lineage
T10877	hsa04921	Oxytocin signaling pathway
T10877	hsa04970	Salivary secretion
T10877	hsa04972	Pancreatic secretion
T10877	hsa05169	Epstein-Barr virus infection
T10897	mtc01100	Metabolic pathways
T11072	hsa04024	cAMP signaling pathway
T11072	hsa04080	Neuroactive ligand-receptor interaction
T11072	hsa04726	Serotonergic synapse
T11211	hsa04114	Oocyte meiosis
T11211	hsa05200	Pathways in cancer
T11211	hsa05215	Prostate cancer
T11288	hsa02010	ABC transporters
T11288	hsa04071	Sphingolipid signaling pathway
T11288	hsa04977	Vitamin digestion and absorption
T11288	hsa05206	MicroRNAs in cancer
T11448	hsa04022	cGMP-PKG signaling pathway
T11448	hsa04080	Neuroactive ligand-receptor interaction
T11843	hsa00130	Ubiquinone and other terpenoid-quinone biosynthesis
T12187	mtu00473	D-Alanine metabolism
T12187	mtu00550	Peptidoglycan biosynthesis
T12187	mtu01100	Metabolic pathways
T12187	mtu01502	Vancomycin resistance
T12475	hsa04080	Neuroactive ligand-receptor interaction
T12475	hsa04912	GnRH signaling pathway
T12499	hsa04064	NF-kappa B signaling pathway
T12499	hsa04380	Osteoclast differentiation
T12499	hsa04650	Natural killer cell mediated cytotoxicity
T12499	hsa04660	T cell receptor signaling pathway
T12499	hsa05166	HTLV-I infection
T12499	hsa05340	Primary immunodeficiency
T12808	hsa04010	MAPK signaling pathway
T12808	hsa04012	ErbB signaling pathway
T12808	hsa04014	Ras signaling pathway
T12808	hsa04015	Rap1 signaling pathway
T12808	hsa04020	Calcium signaling pathway
T12808	hsa04066	HIF-1 signaling pathway
T12808	hsa04070	Phosphatidylinositol signaling system
T12808	hsa04071	Sphingolipid signaling pathway
T12808	hsa04150	mTOR signaling pathway
T12808	hsa04151	PI3K-Akt signaling pathway
T12808	hsa04261	Adrenergic signaling in cardiomyocytes
T12808	hsa04270	Vascular smooth muscle contraction
T12808	hsa04310	Wnt signaling pathway
T12808	hsa04370	VEGF signaling pathway
T12808	hsa04510	Focal adhesion
T12808	hsa04530	Tight junction
T12808	hsa04540	Gap junction
T12808	hsa04650	Natural killer cell mediated cytotoxicity
T12808	hsa04664	Fc epsilon RI signaling pathway
T12808	hsa04666	Fc gamma R-mediated phagocytosis
T12808	hsa04670	Leukocyte transendothelial migration
T12808	hsa04713	Circadian entrainment
T12808	hsa04720	Long-term potentiation
T12808	hsa04723	Retrograde endocannabinoid signaling
T12808	hsa04724	Glutamatergic synapse
T12808	hsa04725	Cholinergic synapse
T12808	hsa04726	Serotonergic synapse
T12808	hsa04727	GABAergic synapse
T12808	hsa04728	Dopaminergic synapse
T12808	hsa04730	Long-term depression
T12808	hsa04750	Inflammatory mediator regulation of TRP channels
T12808	hsa04911	Insulin secretion
T12808	hsa04912	GnRH signaling pathway
T12808	hsa04916	Melanogenesis
T12808	hsa04918	Thyroid hormone synthesis
T12808	hsa04919	Thyroid hormone signaling pathway
T12808	hsa04921	Oxytocin signaling pathway
T12808	hsa04960	Aldosterone-regulated sodium reabsorption
T12808	hsa04961	Endocrine and other factor-regulated calcium reabsorption
T12808	hsa04970	Salivary secretion
T12808	hsa04971	Gastric acid secretion
T12808	hsa04972	Pancreatic secretion
T12808	hsa05031	Amphetamine addiction
T12808	hsa05032	Morphine addiction
T12808	hsa05110	Vibrio cholerae infection
T12808	hsa05130	Pathogenic Escherichia coli infection
T12808	hsa05143	African trypanosomiasis
T12808	hsa05146	Amoebiasis
T12808	hsa05161	Hepatitis B
T12808	hsa05164	Influenza A
T12808	hsa05200	Pathways in cancer
T12808	hsa05205	Proteoglycans in cancer
T12808	hsa05206	MicroRNAs in cancer
T12808	hsa05214	Glioma
T12808	hsa05223	Non-small cell lung cancer
T12808	hsa05231	Choline metabolism in cancer
T12819	hsa04115	p53 signaling pathway
T12819	hsa04120	Ubiquitin mediated proteolysis
T12966	hsa04020	Calcium signaling pathway
T12966	hsa04260	Cardiac muscle contraction
T12966	hsa04261	Adrenergic signaling in cardiomyocytes
T12966	hsa05410	Hypertrophic cardiomyopathy (HCM)
T12966	hsa05414	Dilated cardiomyopathy
T13201	hsa00910	Nitrogen metabolism
T13251	hsa04060	Cytokine-cytokine receptor interaction
T13251	hsa04620	Toll-like receptor signaling pathway
T13251	hsa04622	RIG-I-like receptor signaling pathway
T13251	hsa04630	Jak-STAT signaling pathway
T13251	hsa04940	Type I diabetes mellitus
T13251	hsa05133	Pertussis
T13251	hsa05134	Legionellosis
T13251	hsa05140	Leishmaniasis
T13251	hsa05142	Chagas disease (American trypanosomiasis)
T13251	hsa05143	African trypanosomiasis
T13251	hsa05144	Malaria
T13251	hsa05145	Toxoplasmosis
T13251	hsa05146	Amoebiasis
T13251	hsa05152	Tuberculosis
T13251	hsa05162	Measles
T13251	hsa05164	Influenza A
T13251	hsa05168	Herpes simplex infection
T13251	hsa05321	Inflammatory bowel disease (IBD)
T13251	hsa05330	Allograft rejection
T13259	hsa00250	Alanine, aspartate and glutamate metabolism
T13259	hsa00650	Butanoate metabolism
T13259	hsa01100	Metabolic pathways
T13260	hsa00140	Steroid hormone biosynthesis
T13260	hsa01100	Metabolic pathways
T13260	hsa04913	Ovarian steroidogenesis
T13644	hsa04080	Neuroactive ligand-receptor interaction
T13726	hsa03320	PPAR signaling pathway
T13726	hsa04151	PI3K-Akt signaling pathway
T13726	hsa04919	Thyroid hormone signaling pathway
T13726	hsa04920	Adipocytokine signaling pathway
T13726	hsa04932	Non-alcoholic fatty liver disease (NAFLD)
T13726	hsa04976	Bile secretion
T13726	hsa05160	Hepatitis C
T13726	hsa05200	Pathways in cancer
T13726	hsa05202	Transcriptional misregulation in cancer
T13726	hsa05216	Thyroid cancer
T13726	hsa05222	Small cell lung cancer
T13726	hsa05223	Non-small cell lung cancer
T13852	hsa04068	FoxO signaling pathway
T13852	hsa04071	Sphingolipid signaling pathway
T13852	hsa04080	Neuroactive ligand-receptor interaction
T14065	hsa04151	PI3K-Akt signaling pathway
T14065	hsa04510	Focal adhesion
T14065	hsa04512	ECM-receptor interaction
T14065	hsa04514	Cell adhesion molecules (CAMs)
T14065	hsa04672	Intestinal immune network for IgA production
T14065	hsa04810	Regulation of actin cytoskeleton
T14065	hsa05202	Transcriptional misregulation in cancer
T14065	hsa05410	Hypertrophic cardiomyopathy (HCM)
T14065	hsa05412	Arrhythmogenic right ventricular cardiomyopathy (ARVC)
T14065	hsa05414	Dilated cardiomyopathy
T14597	hsa04012	ErbB signaling pathway
T14597	hsa04020	Calcium signaling pathway
T14597	hsa04066	HIF-1 signaling pathway
T14597	hsa04510	Focal adhesion
T14597	hsa04520	Adherens junction
T14597	hsa05200	Pathways in cancer
T14597	hsa05205	Proteoglycans in cancer
T14597	hsa05206	MicroRNAs in cancer
T14597	hsa05212	Pancreatic cancer
T14597	hsa05213	Endometrial cancer
T14597	hsa05215	Prostate cancer
T14597	hsa05219	Bladder cancer
T14597	hsa05223	Non-small cell lung cancer
T14597	hsa05230	Central carbon metabolism in cancer
T14602	hsa04610	Complement and coagulation cascades
T14908	hsa00600	Sphingolipid metabolism
T14908	hsa01100	Metabolic pathways
T15000	hsa04514	Cell adhesion molecules (CAMs)
T15000	hsa04660	T cell receptor signaling pathway
T15000	hsa05320	Autoimmune thyroid disease
T15000	hsa05323	Rheumatoid arthritis
T15023	hsa04360	Axon guidance
T15023	hsa05166	HTLV-I infection
T15569	hsa00280	Valine, leucine and isoleucine degradation
T15569	hsa00630	Glyoxylate and dicarboxylate metabolism
T15569	hsa00640	Propanoate metabolism
T15569	hsa01100	Metabolic pathways
T15569	hsa01200	Carbon metabolism
T15571	hsa04020	Calcium signaling pathway
T15571	hsa04080	Neuroactive ligand-receptor interaction
T15571	hsa04726	Serotonergic synapse
T16156	hsa04060	Cytokine-cytokine receptor interaction
T16156	hsa04630	Jak-STAT signaling pathway
T16514	hsa00061	Fatty acid biosynthesis
T16514	hsa01100	Metabolic pathways
T16514	hsa01212	Fatty acid metabolism
T16514	hsa04152	AMPK signaling pathway
T16514	hsa04910	Insulin signaling pathway
T16633	hsa04024	cAMP signaling pathway
T16633	hsa04080	Neuroactive ligand-receptor interaction
T16688	hsa00561	Glycerolipid metabolism
T16688	hsa00830	Retinol metabolism
T16688	hsa01100	Metabolic pathways
T16688	hsa04975	Fat digestion and absorption
T16792	hsa04919	Thyroid hormone signaling pathway
T16987	hsa00910	Nitrogen metabolism
T17163	hsa04060	Cytokine-cytokine receptor interaction
T17163	hsa04080	Neuroactive ligand-receptor interaction
T17163	hsa04152	AMPK signaling pathway
T17163	hsa04630	Jak-STAT signaling pathway
T17163	hsa04920	Adipocytokine signaling pathway
T17163	hsa04932	Non-alcoholic fatty liver disease (NAFLD)
T17345	hsa00670	One carbon pool by folate
T17345	hsa00790	Folate biosynthesis
T17345	hsa01100	Metabolic pathways
T17448	hsa00340	Histidine metabolism
T17758	hsa04064	NF-kappa B signaling pathway
T17758	hsa04610	Complement and coagulation cascades
T17758	hsa05202	Transcriptional misregulation in cancer
T17758	hsa05205	Proteoglycans in cancer
T17758	hsa05206	MicroRNAs in cancer
T17980	hsa04071	Sphingolipid signaling pathway
T17980	hsa04360	Axon guidance
T17980	hsa04380	Osteoclast differentiation
T17980	hsa04510	Focal adhesion
T17980	hsa04520	Adherens junction
T17980	hsa04611	Platelet activation
T17980	hsa04650	Natural killer cell mediated cytotoxicity
T17980	hsa04660	T cell receptor signaling pathway
T17980	hsa04664	Fc epsilon RI signaling pathway
T17980	hsa04725	Cholinergic synapse
T17980	hsa05020	Prion diseases
T17980	hsa05130	Pathogenic Escherichia coli infection
T17980	hsa05162	Measles
T17980	hsa05416	Viral myocarditis
T18477	hsa04141	Protein processing in endoplasmic reticulum
T18477	hsa04151	PI3K-Akt signaling pathway
T18477	hsa04612	Antigen processing and presentation
T18477	hsa04621	NOD-like receptor signaling pathway
T18477	hsa04914	Progesterone-mediated oocyte maturation
T18477	hsa04915	Estrogen signaling pathway
T18477	hsa05200	Pathways in cancer
T18477	hsa05215	Prostate cancer
T18950	hsa04912	GnRH signaling pathway
T19433	hsa00590	Arachidonic acid metabolism
T19433	hsa01100	Metabolic pathways
T19615	hsa04060	Cytokine-cytokine receptor interaction
T19615	hsa04151	PI3K-Akt signaling pathway
T19615	hsa04630	Jak-STAT signaling pathway
T19615	hsa04640	Hematopoietic cell lineage
T19615	hsa05144	Malaria
T20178	hsa04010	MAPK signaling pathway
T20178	hsa04060	Cytokine-cytokine receptor interaction
T20178	hsa04064	NF-kappa B signaling pathway
T20178	hsa04071	Sphingolipid signaling pathway
T20178	hsa04150	mTOR signaling pathway
T20178	hsa04210	Apoptosis
T20178	hsa04350	TGF-beta signaling pathway
T20178	hsa04380	Osteoclast differentiation
T20178	hsa04612	Antigen processing and presentation
T20178	hsa04620	Toll-like receptor signaling pathway
T20178	hsa04621	NOD-like receptor signaling pathway
T20178	hsa04622	RIG-I-like receptor signaling pathway
T20178	hsa04640	Hematopoietic cell lineage
T20178	hsa04650	Natural killer cell mediated cytotoxicity
T20178	hsa04660	T cell receptor signaling pathway
T20178	hsa04664	Fc epsilon RI signaling pathway
T20178	hsa04668	TNF signaling pathway
T20178	hsa04920	Adipocytokine signaling pathway
T20178	hsa04930	Type II diabetes mellitus
T20178	hsa04932	Non-alcoholic fatty liver disease (NAFLD)
T20178	hsa04940	Type I diabetes mellitus
T20178	hsa05010	Alzheimer's disease
T20178	hsa05014	Amyotrophic lateral sclerosis (ALS)
T20178	hsa05133	Pertussis
T20178	hsa05134	Legionellosis
T20178	hsa05140	Leishmaniasis
T20178	hsa05142	Chagas disease (American trypanosomiasis)
T20178	hsa05143	African trypanosomiasis
T20178	hsa05144	Malaria
T20178	hsa05145	Toxoplasmosis
T20178	hsa05146	Amoebiasis
T20178	hsa05152	Tuberculosis
T20178	hsa05160	Hepatitis C
T20178	hsa05161	Hepatitis B
T20178	hsa05164	Influenza A
T20178	hsa05166	HTLV-I infection
T20178	hsa05168	Herpes simplex infection
T20178	hsa05205	Proteoglycans in cancer
T20178	hsa05310	Asthma
T20178	hsa05321	Inflammatory bowel disease (IBD)
T20178	hsa05322	Systemic lupus erythematosus
T20178	hsa05323	Rheumatoid arthritis
T20178	hsa05330	Allograft rejection
T20178	hsa05332	Graft-versus-host disease
T20178	hsa05410	Hypertrophic cardiomyopathy (HCM)
T20178	hsa05414	Dilated cardiomyopathy
T20401	hsa00910	Nitrogen metabolism
T20401	hsa04964	Proximal tubule bicarbonate reclamation
T20401	hsa04966	Collecting duct acid secretion
T20401	hsa04971	Gastric acid secretion
T20401	hsa04972	Pancreatic secretion
T20401	hsa04976	Bile secretion
T20514	hsa00860	Porphyrin and chlorophyll metabolism
T20514	hsa01100	Metabolic pathways
T20709	hsa04080	Neuroactive ligand-receptor interaction
T20709	hsa04725	Cholinergic synapse
T20709	hsa04810	Regulation of actin cytoskeleton
T20761	hsa04014	Ras signaling pathway
T20761	hsa04015	Rap1 signaling pathway
T20761	hsa04060	Cytokine-cytokine receptor interaction
T20761	hsa04066	HIF-1 signaling pathway
T20761	hsa04150	mTOR signaling pathway
T20761	hsa04151	PI3K-Akt signaling pathway
T20761	hsa04370	VEGF signaling pathway
T20761	hsa04510	Focal adhesion
T20761	hsa05200	Pathways in cancer
T20761	hsa05205	Proteoglycans in cancer
T20761	hsa05206	MicroRNAs in cancer
T20761	hsa05211	Renal cell carcinoma
T20761	hsa05212	Pancreatic cancer
T20761	hsa05219	Bladder cancer
T20761	hsa05323	Rheumatoid arthritis
T20808	hsa00020	Citrate cycle (TCA cycle)
T20808	hsa00480	Glutathione metabolism
T20808	hsa01100	Metabolic pathways
T20808	hsa01130	Biosynthesis of antibiotics
T20808	hsa01200	Carbon metabolism
T20808	hsa01210	2-Oxocarboxylic acid metabolism
T20808	hsa01230	Biosynthesis of amino acids
T20808	hsa04146	Peroxisome
T21334	hsa04060	Cytokine-cytokine receptor interaction
T21334	hsa04064	NF-kappa B signaling pathway
T21334	hsa04380	Osteoclast differentiation
T21334	hsa04917	Prolactin signaling pathway
T21334	hsa05323	Rheumatoid arthritis
T21678	hsa00052	Galactose metabolism
T21678	hsa00561	Glycerolipid metabolism
T21678	hsa00600	Sphingolipid metabolism
T21678	hsa00603	Glycosphingolipid biosynthesis - globo series
T21678	hsa04142	Lysosome
T22095	hsa04060	Cytokine-cytokine receptor interaction
T22095	hsa05321	Inflammatory bowel disease (IBD)
T22095	hsa05323	Rheumatoid arthritis
T22118	hsa04020	Calcium signaling pathway
T22118	hsa04024	cAMP signaling pathway
T22118	hsa04080	Neuroactive ligand-receptor interaction
T22118	hsa04540	Gap junction
T22118	hsa04728	Dopaminergic synapse
T22118	hsa05012	Parkinson's disease
T22118	hsa05030	Cocaine addiction
T22118	hsa05031	Amphetamine addiction
T22118	hsa05032	Morphine addiction
T22118	hsa05034	Alcoholism
T22212	hsa04145	Phagosome
T22212	hsa04380	Osteoclast differentiation
T22212	hsa04611	Platelet activation
T22212	hsa04666	Fc gamma R-mediated phagocytosis
T22212	hsa05140	Leishmaniasis
T22212	hsa05150	Staphylococcus aureus infection
T22212	hsa05152	Tuberculosis
T22212	hsa05322	Systemic lupus erythematosus
T22285	hsa04014	Ras signaling pathway
T22285	hsa04015	Rap1 signaling pathway
T22285	hsa04020	Calcium signaling pathway
T22285	hsa04024	cAMP signaling pathway
T22285	hsa04080	Neuroactive ligand-receptor interaction
T22285	hsa04713	Circadian entrainment
T22285	hsa04720	Long-term potentiation
T22285	hsa04724	Glutamatergic synapse
T22285	hsa04728	Dopaminergic synapse
T22285	hsa05010	Alzheimer's disease
T22285	hsa05014	Amyotrophic lateral sclerosis (ALS)
T22285	hsa05030	Cocaine addiction
T22285	hsa05031	Amphetamine addiction
T22285	hsa05033	Nicotine addiction
T22285	hsa05034	Alcoholism
T22285	hsa05322	Systemic lupus erythematosus
T22658	hsa04060	Cytokine-cytokine receptor interaction
T22658	hsa04062	Chemokine signaling pathway
T22658	hsa04064	NF-kappa B signaling pathway
T22658	hsa04620	Toll-like receptor signaling pathway
T22658	hsa04621	NOD-like receptor signaling pathway
T22658	hsa04622	RIG-I-like receptor signaling pathway
T22658	hsa04932	Non-alcoholic fatty liver disease (NAFLD)
T22658	hsa05120	Epithelial cell signaling in Helicobacter pylori infection
T22658	hsa05131	Shigellosis
T22658	hsa05132	Salmonella infection
T22658	hsa05133	Pertussis
T22658	hsa05134	Legionellosis
T22658	hsa05142	Chagas disease (American trypanosomiasis)
T22658	hsa05144	Malaria
T22658	hsa05146	Amoebiasis
T22658	hsa05160	Hepatitis C
T22658	hsa05161	Hepatitis B
T22658	hsa05164	Influenza A
T22658	hsa05200	Pathways in cancer
T22658	hsa05202	Transcriptional misregulation in cancer
T22658	hsa05219	Bladder cancer
T22658	hsa05323	Rheumatoid arthritis
T22939	hsa04114	Oocyte meiosis
T22939	hsa04914	Progesterone-mediated oocyte maturation
T23145	hsa00140	Steroid hormone biosynthesis
T23145	hsa01100	Metabolic pathways
T23145	hsa04913	Ovarian steroidogenesis
T23172	hsa04062	Chemokine signaling pathway
T23172	hsa04151	PI3K-Akt signaling pathway
T23172	hsa04550	Signaling pathways regulating pluripotency of stem cells
T23172	hsa04630	Jak-STAT signaling pathway
T23172	hsa05162	Measles
T23172	hsa05166	HTLV-I infection
T23172	hsa05169	Epstein-Barr virus infection
T23172	hsa05203	Viral carcinogenesis
T23172	hsa05340	Primary immunodeficiency
T23292	hsa00531	Glycosaminoglycan degradation
T23292	hsa01100	Metabolic pathways
T23292	hsa04142	Lysosome
T23499	hsa04020	Calcium signaling pathway
T23499	hsa04022	cGMP-PKG signaling pathway
T23499	hsa04024	cAMP signaling pathway
T23499	hsa04080	Neuroactive ligand-receptor interaction
T23499	hsa04270	Vascular smooth muscle contraction
T23499	hsa04924	Renin secretion
T23499	hsa05200	Pathways in cancer
T23714	hsa04020	Calcium signaling pathway
T23714	hsa04022	cGMP-PKG signaling pathway
T23714	hsa04071	Sphingolipid signaling pathway
