
TTD - Therapeutic Targets Database Full Data Download File
Title - Wiki pathway data for TTD successful targets only
Version 7.1.01 (2019.07.14)
Provided by IDRB   Lab of Innovative Drug Reasearch and Bioinformatics
                   College of Pharmaceutical Sciences
                   Zhejiang University
                   https://idrblab.org/
Provided by BIDD   BioInformatic and Drug Design Group
                   Department of Pharmacy
                   National Unviersity of Singapore
                   http://bidd.nus.edu.sg/
Any question about data provided here, please contact with:
Dr. Wang (lfwyx@zju.edu.cn) and Dr. Li (lifengcheng@zju.edu.cn)

--------------------------------------------------------------------------------------------------------

TTDID	Wiki pathway ID	Wiki pathway name
T08391	WP437	EGF/EGFR Signaling Pathway
T08391	WP395	IL-4 Signaling Pathway
T08391	WP364	IL-6 signaling pathway
T08391	WP304	Kit receptor signaling pathway
T08391	WP286	IL-3 Signaling Pathway
T08391	WP2857	Mesodermal Commitment Pathway
T08391	WP2732	Interleukin-2 signaling
T08391	WP2713	Signaling by SCF-KIT
T08391	WP2678	Prolactin receptor signaling
T08391	WP2657	Growth hormone receptor signaling
T08391	WP2593	JAK/STAT
T08391	WP2380	BDNF signaling pathway
T08391	WP2374	Oncostatin M Signaling Pathway
T08391	WP2332	Interleukin-11 Signaling Pathway
T08391	WP2324	AGE/RAGE pathway
T08391	WP2203	TSLP Signaling Pathway
T08391	WP2112	IL17 signaling pathway
T08391	WP2034	Leptin signaling pathway
T08391	WP2032	TSH signaling pathway
T08391	WP1840	Interleukin-3, 5 and GM-CSF signaling
T08391	WP1836	Interferon gamma signaling
T08391	WP1815	Factors involved in megakaryocyte development and platelet production
T08391	WP127	IL-5 Signaling Pathway
T08898	WP455	GPCRs, Class A Rhodopsin-like
T08898	WP24	Peptide GPCRs
T08898	WP1825	GPCR ligand binding
T08898	WP1824	GPCR downstream signaling
T08910	WP2754	Neurotransmitter Receptor Binding And Downstream Transmission In The  Postsynaptic Cell
T08910	WP2670	Iron uptake and transport
T08922	WP357	Fatty Acid Biosynthesis
T08922	WP2706	Activation of Gene Expression by SREBP (SREBF)
T08922	WP2380	BDNF signaling pathway
T08922	WP2034	Leptin signaling pathway
T08922	WP1817	Fatty acid, triacylglycerol, and ketone body metabolism
T08922	WP1403	AMPK Signaling
T09423	WP2754	Neurotransmitter Receptor Binding And Downstream Transmission In The  Postsynaptic Cell
T09423	WP2669	Potassium Channels
T09507	WP430	Statin Pathway
T09507	WP2784	Binding and Uptake of Ligands by Scavenger Receptors
T09507	WP2776	Visual phototransduction
T09507	WP2764	Lipid digestion, mobilization, and transport
T09507	WP1885	Platelet homeostasis
T09507	WP1794	Cell surface interactions at the vascular wall
T09507	WP176	Folate Metabolism
T09507	WP1533	Vitamin B12 Metabolism
T09507	WP15	Selenium Micronutrient Network
T09538	WP474	Endochondral Ossification
T09538	WP2380	BDNF signaling pathway
T09538	WP2324	AGE/RAGE pathway
T09826	WP2377	Integrated Pancreatic Cancer Pathway
T09909	WP554	ACE Inhibitor Pathway
T09909	WP455	GPCRs, Class A Rhodopsin-like
T09909	WP24	Peptide GPCRs
T09909	WP1825	GPCR ligand binding
T09909	WP1824	GPCR downstream signaling
T09960	WP69	TCR Signaling Pathway
T09960	WP455	GPCRs, Class A Rhodopsin-like
T09960	WP2658	HIV Life Cycle
T09960	WP24	Peptide GPCRs
T09960	WP1825	GPCR ligand binding
T09960	WP1824	GPCR downstream signaling
T09960	WP117	GPCRs, Other
T10147	WP2703	Extracellular matrix organization
T10191	WP69	TCR Signaling Pathway
T10191	WP530	Cytokines and Inflammatory Response
T10191	WP2684	Host Interactions of HIV factors
T10191	WP2671	Defensins
T10191	WP2658	HIV Life Cycle
T10191	WP1927	TCR signaling
T10191	WP1799	Costimulation by the CD28 family
T10877	WP2889	Oxytocin signaling
T11072	WP722	Serotonin HTR1 Group and FOS Pathway
T11072	WP58	Monoamine GPCRs
T11072	WP455	GPCRs, Class A Rhodopsin-like
T11072	WP1825	GPCR ligand binding
T11072	WP1824	GPCR downstream signaling
T11211	WP706	SIDS Susceptibility Pathways
T11211	WP2377	Integrated Pancreatic Cancer Pathway
T11211	WP2263	Prostate Cancer
T11211	WP1984	Integrated Breast Cancer Pathway
T11211	WP170	Nuclear Receptors
T11211	WP138	Androgen receptor signaling pathway
T11288	WP2650	Arachidonic acid metabolism
T11288	WP229	Irinotecan Pathway
T11288	WP1857	Metabolism of water-soluble vitamins and cofactors
T11448	WP58	Monoamine GPCRs
T11448	WP455	GPCRs, Class A Rhodopsin-like
T11448	WP1884	Platelet Aggregation (Plug Formation)
T11448	WP1831	Integration of energy metabolism
T11448	WP1825	GPCR ligand binding
T11448	WP1824	GPCR downstream signaling
T11843	WP2762	PTM: gamma carboxylation, hypusine formation and arylsulfatase activation
T12475	WP2664	Gastrin-CREB signalling pathway via PKC and MAPK
T12475	WP24	Peptide GPCRs
T12475	WP1825	GPCR ligand binding
T12475	WP1824	GPCR downstream signaling
T12475	WP117	GPCRs, Other
T12499	WP61	Notch Signaling Pathway
T12499	WP585	Interferon type I signaling pathways
T12499	WP49	IL-2 Signaling Pathway
T12499	WP453	Inflammatory Response Pathway
T12499	WP2713	Signaling by SCF-KIT
T12499	WP2694	DAP12 interactions
T12499	WP2684	Host Interactions of HIV factors
T12499	WP2653	PIP3 activates AKT signaling
T12499	WP2583	T-Cell Receptor and Co-stimulatory Signaling
T12499	WP23	B Cell Receptor Signaling Pathway
T12499	WP2203	TSLP Signaling Pathway
T12499	WP1927	TCR signaling
T12499	WP1799	Costimulation by the CD28 family
T12808	WP673	ErbB Signaling Pathway
T12808	WP536	Calcium Regulation in the Cardiac Cell
T12808	WP481	Insulin Signaling
T12808	WP437	EGF/EGFR Signaling Pathway
T12808	WP428	Wnt Signaling Pathway
T12808	WP399	Wnt Signaling Pathway and Pluripotency
T12808	WP363	Wnt Signaling Pathway Netpath
T12808	WP35	G Protein Signaling Pathways
T12808	WP304	Kit receptor signaling pathway
T12808	WP3	Transcriptional activation by NRF2
T12808	WP289	Myometrial Relaxation and Contraction Pathways
T12808	WP2806	Human Complement System
T12808	WP2795	Cardiac Hypertrophic Response
T12808	WP2787	Syndecan interactions
T12808	WP2733	Regulation of mRNA Stability by Proteins that Bind AU-rich Elements
T12808	WP2713	Signaling by SCF-KIT
T12808	WP2688	DAG and IP3 signaling
T12808	WP2664	Gastrin-CREB signalling pathway via PKC and MAPK
T12808	WP2583	T-Cell Receptor and Co-stimulatory Signaling
T12808	WP244	Alpha 6 Beta 4 signaling pathway
T12808	WP2431	Spinal Cord Injury
T12808	WP2377	Integrated Pancreatic Cancer Pathway
T12808	WP2374	Oncostatin M Signaling Pathway
T12808	WP2355	Corticotropin-releasing hormone
T12808	WP2324	AGE/RAGE pathway
T12808	WP2272	Pathogenic Escherichia coli infection
T12808	WP2261	Signaling Pathways in Glioblastoma
T12808	WP2197	Endothelin Pathways
T12808	WP2038	Regulation of Microtubule Cytoskeleton
T12808	WP2035	FSH signaling pathway
T12808	WP2012	miRs in Muscle Cell Differentiation
T12808	WP1978	Opioid Signalling
T12808	WP1903	Response to elevated platelet cytosolic Ca2+
T12808	WP1831	Integration of energy metabolism
T12808	WP1471	TOR Signaling
T12966	WP383	Striated Muscle Contraction
T12966	WP1864	Muscle contraction
T13201	WP2770	Reversible Hydration of Carbon Dioxide
T13201	WP2744	Uptake of Carbon Dioxide and Release of Oxygen by Erythrocytes
T13201	WP2681	Uptake of Oxygen and Release of Carbon Dioxide by Erythrocytes
T13251	WP75	Toll-like receptor signaling pathway
T13251	WP2873	Aryl Hydrocarbon Receptor Pathway
T13251	WP2328	Allograft Rejection
T13251	WP1449	Regulation of toll-like receptor signaling pathway
T13259	WP2685	GABA synthesis, release, reuptake and degradation
T13260	WP702	Metapathway biotransformation
T13260	WP465	Tryptophan metabolism
T13260	WP43	Oxidation by Cytochrome P450
T13260	WP34	Ovarian Infertility Genes
T13260	WP2749	Metabolism of steroid hormones and vitamin D
T13260	WP2035	FSH signaling pathway
T13260	WP1984	Integrated Breast Cancer Pathway
T13260	WP1879	Phase 1 - Functionalization of compounds
T13644	WP455	GPCRs, Class A Rhodopsin-like
T13644	WP24	Peptide GPCRs
T13644	WP1825	GPCR ligand binding
T13644	WP1824	GPCR downstream signaling
T13726	WP716	Vitamin A and Carotenoid Metabolism
T13726	WP2884	NRF2 pathway
T13726	WP2882	Nuclear Receptors Meta-Pathway
T13726	WP2879	Farnesoid X Receptor  Pathway
T13726	WP2878	PPAR Alpha Pathway
T13726	WP2877	Vitamin D Receptor Pathway
T13726	WP2876	Pregnane X Receptor pathway
T13726	WP2875	Constitutive Androstane Receptor Pathway
T13726	WP2874	Liver X Receptor Pathway
T13726	WP2797	Regulation of Lipid Metabolism by Peroxisome proliferator-activated receptor alpha (PPARalpha)
T13726	WP2751	Transcriptional Regulation of White Adipocyte Differentiation
T13726	WP2738	YAP1- and WWTR1 (TAZ)-stimulated gene expression
T13726	WP2706	Activation of Gene Expression by SREBP (SREBF)
T13726	WP2377	Integrated Pancreatic Cancer Pathway
T13726	WP236	Adipogenesis
T13726	WP1797	Circadian Clock
T13726	WP170	Nuclear Receptors
T13726	WP1531	Vitamin D Metabolism
T13852	WP26	Signal Transduction of S1P Receptor
T13852	WP247	Small Ligand GPCRs
T13852	WP1825	GPCR ligand binding
T13852	WP1824	GPCR downstream signaling
T13852	WP117	GPCRs, Other
T14065	WP306	Focal Adhesion
T14065	WP2118	Arrhythmogenic Right Ventricular Cardiomyopathy
T14065	WP185	Integrin-mediated Cell Adhesion
T14065	WP1833	Integrin cell surface interactions
T14065	WP1829	Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell
T14597	WP710	DNA Damage Response (only ATM dependent)
T14597	WP673	ErbB Signaling Pathway
T14597	WP437	EGF/EGFR Signaling Pathway
T14597	WP306	Focal Adhesion
T14597	WP2870	Extracellular vesicle-mediated signaling in recipient cells
T14597	WP2828	Bladder Cancer
T14597	WP2780	Signaling by ERBB2
T14597	WP2377	Integrated Pancreatic Cancer Pathway
T14597	WP2261	Signaling Pathways in Glioblastoma
T14597	WP2034	Leptin signaling pathway
T14597	WP2005	miR-targeted genes in muscle cell - TarBase
T14597	WP1907	Semaphorin interactions
T14602	WP558	Complement and Coagulation Cascades
T14602	WP272	Blood Clotting Cascade
T14602	WP1818	Formation of Fibrin Clot (Clotting Cascade)
T14908	WP2788	Sphingolipid metabolism
T15000	WP2877	Vitamin D Receptor Pathway
T15000	WP2583	T-Cell Receptor and Co-stimulatory Signaling
T15000	WP2328	Allograft Rejection
T15000	WP1799	Costimulation by the CD28 family
T15023	WP2006	miR-targeted genes in squamous cell - TarBase
T15023	WP2005	miR-targeted genes in muscle cell - TarBase
T15023	WP2004	miR-targeted genes in lymphocytes - TarBase
T15023	WP2002	miR-targeted genes in epithelium - TarBase
T15023	WP1919	Signaling by VEGF
T15023	WP1907	Semaphorin interactions
T15023	WP1843	L1CAM interactions
T15569	WP1857	Metabolism of water-soluble vitamins and cofactors
T15569	WP1817	Fatty acid, triacylglycerol, and ketone body metabolism
T15569	WP1533	Vitamin B12 Metabolism
T15571	WP58	Monoamine GPCRs
T15571	WP455	GPCRs, Class A Rhodopsin-like
T15571	WP1825	GPCR ligand binding
T15571	WP1824	GPCR downstream signaling
T16156	WP1884	Platelet Aggregation (Plug Formation)
T16514	WP357	Fatty Acid Biosynthesis
T16514	WP2882	Nuclear Receptors Meta-Pathway
T16514	WP2874	Liver X Receptor Pathway
T16514	WP2706	Activation of Gene Expression by SREBP (SREBF)
T16514	WP2011	SREBF and miR33 in cholesterol and lipid homeostasis
T16514	WP1982	SREBP signalling
T16514	WP1857	Metabolism of water-soluble vitamins and cofactors
T16514	WP1831	Integration of energy metabolism
T16514	WP1817	Fatty acid, triacylglycerol, and ketone body metabolism
T16514	WP1403	AMPK Signaling
T16633	WP706	SIDS Susceptibility Pathways
T16633	WP455	GPCRs, Class A Rhodopsin-like
T16633	WP24	Peptide GPCRs
T16633	WP1825	GPCR ligand binding
T16633	WP1824	GPCR downstream signaling
T16688	WP716	Vitamin A and Carotenoid Metabolism
T16688	WP430	Statin Pathway
T16688	WP325	Triacylglyceride Synthesis
T16688	WP2740	Glycerophospholipid biosynthesis
T16688	WP1817	Fatty acid, triacylglycerol, and ketone body metabolism
T16792	WP28	Selenium Metabolism and Selenoproteins
T16792	WP2693	Metabolism of amino acids and derivatives
T16792	WP15	Selenium Micronutrient Network
T16987	WP2770	Reversible Hydration of Carbon Dioxide
T16987	WP2005	miR-targeted genes in muscle cell - TarBase
T16987	WP2003	miR-targeted genes in leukocytes - TarBase
T16987	WP2002	miR-targeted genes in epithelium - TarBase
T17163	WP2034	Leptin signaling pathway
T17163	WP1403	AMPK Signaling
T17345	WP404	Nucleotide Metabolism
T17345	WP2525	Trans-sulfuration and one carbon metabolism
T17345	WP2446	Retinoblastoma (RB) in Cancer
T17345	WP241	One Carbon Metabolism
T17345	WP1857	Metabolism of water-soluble vitamins and cofactors
T17345	WP1850	Metabolism of nitric oxide
T17345	WP176	Folate Metabolism
T17345	WP1601	Fluoropyrimidine Activity
T17448	WP704	Methylation Pathways
T17448	WP702	Metapathway biotransformation
T17569	WP2669	Potassium Channels
T17758	WP710	DNA Damage Response (only ATM dependent)
T17758	WP615	Senescence and Autophagy in Cancer
T17758	WP558	Complement and Coagulation Cascades
T17758	WP474	Endochondral Ossification
T17758	WP428	Wnt Signaling Pathway
T17758	WP399	Wnt Signaling Pathway and Pluripotency
T17758	WP272	Blood Clotting Cascade
T17758	WP1802	Dissolution of Fibrin Clot
T17758	WP1434	Osteopontin Signaling
T17980	WP69	TCR Signaling Pathway
T17980	WP585	Interferon type I signaling pathways
T17980	WP49	IL-2 Signaling Pathway
T17980	WP304	Kit receptor signaling pathway
T17980	WP286	IL-3 Signaling Pathway
T17980	WP2858	Ectoderm Differentiation
T17980	WP2759	Fc epsilon receptor (FCERI) signaling
T17980	WP2746	Signaling by the B Cell Receptor (BCR)
T17980	WP2713	Signaling by SCF-KIT
T17980	WP2694	DAP12 interactions
T17980	WP2684	Host Interactions of HIV factors
T17980	WP2653	PIP3 activates AKT signaling
T17980	WP2583	T-Cell Receptor and Co-stimulatory Signaling
T17980	WP2572	Primary Focal Segmental Glomerulosclerosis FSGS
T17980	WP2380	BDNF signaling pathway
T17980	WP2332	Interleukin-11 Signaling Pathway
T17980	WP23	B Cell Receptor Signaling Pathway
T17980	WP2272	Pathogenic Escherichia coli infection
T17980	WP2203	TSLP Signaling Pathway
T17980	WP205	IL-7 Signaling Pathway
T17980	WP2034	Leptin signaling pathway
T17980	WP1907	Semaphorin interactions
T17980	WP1883	Platelet Adhesion to exposed collagen
T17980	WP1868	Netrin-1 signaling
T17980	WP1867	Nephrin interactions
T17980	WP1866	NCAM signaling for neurite out-growth
T17980	WP185	Integrin-mediated Cell Adhesion
T17980	WP1826	GPVI-mediated activation cascade
T17980	WP1799	Costimulation by the CD28 family
T17980	WP1794	Cell surface interactions at the vascular wall
T18477	WP2884	NRF2 pathway
T18477	WP2882	Nuclear Receptors Meta-Pathway
T18477	WP2873	Aryl Hydrocarbon Receptor Pathway
T18477	WP2784	Binding and Uptake of Ligands by Scavenger Receptors
T18477	WP2780	Signaling by ERBB2
T18477	WP2719	Fcgamma receptor (FCGR) dependent phagocytosis
T18477	WP2683	Influenza Life Cycle
T18477	WP262	EBV LMP1 signaling
T18477	WP2586	Aryl Hydrocarbon Receptor
T18477	WP2355	Corticotropin-releasing hormone
T18477	WP231	TNF alpha Signaling Pathway
T18477	WP2100	Arylhydrocarbon receptor (AhR) signaling pathway
T18477	WP1910	Signaling by EGFR
T18477	WP1907	Semaphorin interactions
T18477	WP1859	Mitotic G2-G2/M phases
T18477	WP1850	Metabolism of nitric oxide
T18477	WP1433	NOD pathway
T18950	WP2664	Gastrin-CREB signalling pathway via PKC and MAPK
T18950	WP1825	GPCR ligand binding
T18950	WP1824	GPCR downstream signaling
T19433	WP2650	Arachidonic acid metabolism
T19433	WP2586	Aryl Hydrocarbon Receptor
T19433	WP2377	Integrated Pancreatic Cancer Pathway
T19615	WP530	Cytokines and Inflammatory Response
T19615	WP2849	Hematopoietic Stem Cell Differentiation
T20178	WP75	Toll-like receptor signaling pathway
T20178	WP727	Monoamine Transport
T20178	WP706	SIDS Susceptibility Pathways
T20178	WP560	TGF Beta Signaling Pathway
T20178	WP530	Cytokines and Inflammatory Response
T20178	WP382	MAPK Signaling Pathway
T20178	WP3297	EV release from cardiac cells and their functional effects
T20178	WP314	FAS pathway and Stress induction of HSP regulation
T20178	WP2864	Apoptosis-related network due to altered Notch3 in ovarian cancer
T20178	WP2795	Cardiac Hypertrophic Response
T20178	WP2751	Transcriptional Regulation of White Adipocyte Differentiation
T20178	WP2586	Aryl Hydrocarbon Receptor
T20178	WP254	Apoptosis
T20178	WP2513	Nanoparticle triggered regulated necrosis
T20178	WP2447	Amyotrophic lateral sclerosis (ALS)
T20178	WP236	Adipogenesis
T20178	WP2328	Allograft Rejection
T20178	WP231	TNF alpha Signaling Pathway
T20178	WP2036	TWEAK Signaling Pathway
T20178	WP1814	Extrinsic Pathway for Apoptosis
T20178	WP176	Folate Metabolism
T20178	WP1544	MicroRNAs in cardiomyocyte hypertrophy
T20178	WP1533	Vitamin B12 Metabolism
T20178	WP15	Selenium Micronutrient Network
T20178	WP1449	Regulation of toll-like receptor signaling pathway
T20178	WP129	Matrix Metalloproteinases
T20251	WP706	SIDS Susceptibility Pathways
T20251	WP2849	Hematopoietic Stem Cell Differentiation
T20251	WP2669	Potassium Channels
T20401	WP2770	Reversible Hydration of Carbon Dioxide
T20401	WP2744	Uptake of Carbon Dioxide and Release of Oxygen by Erythrocytes
T20401	WP2681	Uptake of Oxygen and Release of Carbon Dioxide by Erythrocytes
T20514	WP561	Heme Biosynthesis
T20514	WP1852	Metabolism of porphyrins
T20709	WP58	Monoamine GPCRs
T20709	WP536	Calcium Regulation in the Cardiac Cell
T20709	WP51	Regulation of Actin Cytoskeleton
T20709	WP455	GPCRs, Class A Rhodopsin-like
T20709	WP1825	GPCR ligand binding
T20709	WP1824	GPCR downstream signaling
T20761	WP706	SIDS Susceptibility Pathways
T20761	WP516	Hypertrophy Model
T20761	WP474	Endochondral Ossification
T20761	WP306	Focal Adhesion
T20761	WP2848	Differentiation Pathway
T20761	WP2828	Bladder Cancer
T20761	WP2727	Regulation of Hypoxia-inducible Factor (HIF) by Oxygen
T20761	WP259	Nifedipine Activity
T20761	WP2586	Aryl Hydrocarbon Receptor
T20761	WP2435	Quercetin and Nf-kB/ AP-1 Induced Cell Apoptosis
T20761	WP2377	Integrated Pancreatic Cancer Pathway
T20761	WP2374	Oncostatin M Signaling Pathway
T20761	WP2328	Allograft Rejection
T20761	WP1984	Integrated Breast Cancer Pathway
T20761	WP1919	Signaling by VEGF
T20761	WP1591	Heart Development
T20761	WP1539	Angiogenesis
T20808	WP78	TCA Cycle
T20808	WP2766	The citric acid (TCA) cycle and respiratory electron transport
T21334	WP322	Osteoblast Signaling
T21334	WP2877	Vitamin D Receptor Pathway
T21334	WP2848	Differentiation Pathway
T21334	WP2018	RANKL/RANK Signaling Pathway
T21334	WP12	Osteoclast Signaling
T21678	WP2788	Sphingolipid metabolism
T21945	WP727	Monoamine Transport
T21945	WP2884	NRF2 pathway
T21945	WP1935	Transport of glucose and other sugars, bile salts and organic acids, metal ions and amine compounds
T22095	WP69	TCR Signaling Pathway
T22095	WP2328	Allograft Rejection
T22095	WP2112	IL17 signaling pathway
T22118	WP666	Hypothetical Network for Drug Addiction
T22118	WP58	Monoamine GPCRs
T22118	WP455	GPCRs, Class A Rhodopsin-like
T22118	WP2636	Genes and (Common) Pathways Underlying Drug Addiction
T22118	WP1825	GPCR ligand binding
T22118	WP1824	GPCR downstream signaling
T22212	WP2719	Fcgamma receptor (FCGR) dependent phagocytosis
T22212	WP2431	Spinal Cord Injury
T22285	WP666	Hypothetical Network for Drug Addiction
T22285	WP2754	Neurotransmitter Receptor Binding And Downstream Transmission In The  Postsynaptic Cell
T22285	WP2059	Alzheimers Disease
T22658	WP75	Toll-like receptor signaling pathway
T22658	WP706	SIDS Susceptibility Pathways
T22658	WP615	Senescence and Autophagy in Cancer
T22658	WP286	IL-3 Signaling Pathway
T22658	WP2828	Bladder Cancer
T22658	WP2753	Activation of Genes by ATF4
T22658	WP262	EBV LMP1 signaling
T22658	WP2431	Spinal Cord Injury
T22658	WP2355	Corticotropin-releasing hormone
T22658	WP2328	Allograft Rejection
T22658	WP2203	TSLP Signaling Pathway
T22658	WP1825	GPCR ligand binding
T22658	WP1824	GPCR downstream signaling
T22658	WP1449	Regulation of toll-like receptor signaling pathway
T22939	WP34	Ovarian Infertility Genes
T22939	WP2781	Signaling by ERBB4
T22939	WP170	Nuclear Receptors
T23145	WP98	Prostaglandin Synthesis and Regulation
T23145	WP702	Metapathway biotransformation
T23145	WP43	Oxidation by Cytochrome P450
T23145	WP2749	Metabolism of steroid hormones and vitamin D
T23145	WP237	Glucocorticoid & Mineralcorticoid Metabolism
T23145	WP2355	Corticotropin-releasing hormone
T23145	WP1879	Phase 1 - Functionalization of compounds
T23172	WP49	IL-2 Signaling Pathway
T23172	WP395	IL-4 Signaling Pathway
T23172	WP2732	Interleukin-2 signaling
T23172	WP2673	Interleukin-7 signaling
T23172	WP2374	Oncostatin M Signaling Pathway
T23172	WP22	IL-9 Signaling Pathway
T23172	WP205	IL-7 Signaling Pathway
T23172	WP1840	Interleukin-3, 5 and GM-CSF signaling
T23389	WP2776	Visual phototransduction
T23389	WP2703	Extracellular matrix organization
T23499	WP98	Prostaglandin Synthesis and Regulation
T23499	WP455	GPCRs, Class A Rhodopsin-like
T23499	WP2664	Gastrin-CREB signalling pathway via PKC and MAPK
T23499	WP24	Peptide GPCRs
T23499	WP2197	Endothelin Pathways
T23499	WP1825	GPCR ligand binding
T23499	WP1824	GPCR downstream signaling
T23499	WP117	GPCRs, Other
T23714	WP554	ACE Inhibitor Pathway
T23714	WP51	Regulation of Actin Cytoskeleton
T23714	WP455	GPCRs, Class A Rhodopsin-like
